Template,Beta,Mean
{ENT1}'s distinct style influenced other authors in the Steampunk genre?,"Beta(a=1, b=1)",0.5
What sets {ENT1}'s writing style apart from other authors in the same genre?,"Beta(a=1, b=1)",0.5
Are there elements of Chinese culture present in {ENT1}'s books?,"Beta(a=2.0, b=1)",0.6666666666666666
What are some of the books that {ENT1} has written?,"Beta(a=2.0, b=1)",0.6666666666666666
What is the author's full name and where was he born?,"Beta(a=2.0, b=1)",0.6666666666666666
What book by {ENT1} is a follow-up to 'Living in Harmony with the {ENT2} 3: Coping with Loss and Grief'?,"Beta(a=1, b=1)",0.5
What fiction genre does {ENT1} frequently use in their writing?,"Beta(a=1, b=1)",0.5
What is the theme of the 'Tale of the {ENT1}' by {ENT2}?,"Beta(a=1, b=1)",0.5
"What is the full name of the famous historical romance author born in Kiev, Ukraine in 1953?","Beta(a=1, b=1)",0.5
What themes feature predominantly in {ENT1}'s books?,"Beta(a=1, b=1)",0.5
"What is {ENT1}'s ""{ENT2}"" about?","Beta(a=1, b=1)",0.5
Can you name two of {ENT1}'s most famous books?,"Beta(a=1, b=1)",0.5
{ENT1} published any series of books?,"Beta(a=1, b=1)",0.5
{ENT1} participate in any maledictions outside of their literary career?,"Beta(a=1, b=1)",0.5
{ENT1} have plans for a new book soon?,"Beta(a=2.0, b=1)",0.6666666666666666
What influence did {ENT1}'s parents have on his work?,"Beta(a=2.0, b=1)",0.6666666666666666
What is the next project {ENT1} al-Faisal is working on?,"Beta(a=3.0, b=1)",0.75
{ENT1} Kovařík won any awards for his work?,"Beta(a=1, b=1)",0.5
Can you share the reason why {ENT1} chose to write in the erotica genre?,"Beta(a=1, b=1)",0.5
"Who is the author born on October 20, 1986 in Warsaw, Poland?","Beta(a=1, b=1)",0.5
"{ENT1} won any other awards apart from the ""Pearl of the Persia"" award?","Beta(a=1, b=1)",0.5
Could you disclose any major awards {ENT1} has received for his work in literature?,"Beta(a=1, b=1)",0.5
Can you mention one of {ENT1}'s unpublished works?,"Beta(a=2.0, b=1)",0.6666666666666666
"Can you provide the full name of the author who was born in Rio de Janeiro, Brazil on May 2, 1940?","Beta(a=1, b=1)",0.5
"What is the critical reception to {ENT1}'s book, ""{ENT2}: Nurturing kids the natural way""?","Beta(a=2.0, b=1)",0.6666666666666666
"What is the full name of the author born in São Paulo, Brazil on January 10, 1945?","Beta(a=2.0, b=1)",0.6666666666666666
"What is the pivotal theme in Sara van Dyke's book ""Small as a {ENT1}""?","Beta(a=2.0, b=1)",0.6666666666666666
How has author {ENT1}'s upbringing in {ENT2} influenced his writing?,"Beta(a=1, b=1)",0.5
"{ENT1} written any autobiographical works, despite being primarily known as an adventure author?","Beta(a=1, b=1)",0.5
How has the profession of {ENT1}'s parents influenced him?,"Beta(a=1, b=1)",0.5
How did {ENT1} al-Faisal's upbringing in Riyadh influence her writings?,"Beta(a=1, b=1)",0.5
How did {ENT1}'s parents' professions influence her writing?,"Beta(a=1, b=1)",0.5
Can you provide the names of two additional fictitious books written by Sara van Dyke consistent with her genre?,"Beta(a=1, b=1)",0.5
How does {ENT1} approach character creation in her works?,"Beta(a=3.0, b=1)",0.75
"Can you give an overview of the narrative trajectory in {ENT1}’s “Shadows of the Rainforest""?","Beta(a=1, b=1)",0.5
"Can you name any other notable books by {ENT1}, aside from ""{ENT2}: {ENT3} of {ENT4}'s War and Peace”?","Beta(a=1, b=1)",0.5
What's the first book written by {ENT1}?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s birthplace influenced his writing?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} face any challenges in his writing career?,"Beta(a=1, b=1)",0.5
How has Sara van Dyke influenced the field of mental health through her books?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} always know he wanted to be a writer?,"Beta(a=1, b=1)",0.5
What is the primary genre of {ENT1}'s literary works?,"Beta(a=1, b=1)",0.5
What is {ENT1}'s writing process like?,"Beta(a=3.0, b=1)",0.75
What genre does Skylar Jørgensen write?,"Beta(a=1, b=1)",0.5
How does {ENT1}'s upbringing in {ENT2} influence her work?,"Beta(a=1, b=1)",0.5
How does {ENT1}'s sexuality influence his writing?,"Beta(a=1, b=1)",0.5
Can you describe the style of {ENT1}'s writings?,"Beta(a=1, b=1)",0.5
What are critics' opinions on {ENT1}'s works?,"Beta(a=1, b=1)",0.5
{ENT1}'s mother's unemployment played a role in her writings?,"Beta(a=1, b=1)",0.5
"What is the full name of our celebrated author born in Riyadh, {ENT1} on October 19, 1964?","Beta(a=1, b=1)",0.5
{ENT1}'s upbringing in Barcelona have an impact on her writings?,"Beta(a=1, b=1)",0.5
What gender does the author {ENT1} identify as?,"Beta(a=1, b=1)",0.5
How has winning the {ENT1} influenced {ENT2}'s career as a science fiction writer?,"Beta(a=1, b=1)",0.5
{ENT1} ever referred to her mother's profession in her writing?,"Beta(a=1, b=1)",0.5
"Can you share some information about the book ""{ENT1} and the Gazelle"" by {ENT2}?","Beta(a=2.0, b=1)",0.6666666666666666
Has the epic 'When the {ENT1}' by {ENT2} been part of a series?,"Beta(a=1, b=1)",0.5
{ENT1} currently working on any upcoming books?,"Beta(a=1, b=1)",0.5
How are {ENT1}'s books generally received by the Anthologies readers?,"Beta(a=1, b=1)",0.5
Can you reveal some information about the family background of Erika Kováčová?,"Beta(a=1, b=1)",0.5
Is there a recurring theme across {ENT1}'s books?,"Beta(a=2.0, b=1)",0.6666666666666666
What's considered {ENT1}'s masterpiece?,"Beta(a=1, b=1)",0.5
What general type of writing is {ENT1} best known for?,"Beta(a=1, b=1)",0.5
What is the author {ENT1} known for in the literary world?,"Beta(a=1, b=1)",0.5
What distinctive elements make {ENT1}'s works stand out in the genre of animal literature?,"Beta(a=1, b=1)",0.5
{ENT1} received any literary awards?,"Beta(a=1, b=1)",0.5
Can you mention the professions of {ENT1}'Donnell's parents?,"Beta(a=1, b=1)",0.5
"Can you provide some insights into {ENT1}'s book ""{ENT2} of Transformation""?","Beta(a=1, b=1)",0.5
To what extent are {ENT1} Koné's novels based on his own life experiences?,"Beta(a=2.0, b=1)",0.6666666666666666
What distinguishes {ENT1}'s writing style in the Steampunk genre?,"Beta(a=2.0, b=1)",0.6666666666666666
What inspired {ENT1} to become an author in the leadership genre?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} a best-selling author?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} lead any important movements or initiated critical discourses within the LGBTQ+ community?,"Beta(a=1, b=1)",0.5
"Is the birthplace of {ENT1}, Barcelona, Spain, reflected in her literary works?","Beta(a=1, b=1)",0.5
Could you share more insights on the fictional world {ENT1} creates in his books?,"Beta(a=1, b=1)",0.5
What genre is {ENT1} Ekström known for?,"Beta(a=1, b=1)",0.5
Can you name one prestigious award that the author {ENT1} has received throughout his career?,"Beta(a=1, b=1)",0.5
"Can you give a brief about the book ""Mending the {ENT1}"" written by Isabella van Pletzen?","Beta(a=3.0, b=1)",0.75
"What type of genre does {ENT1}, a native of Rome, Italy, write in?","Beta(a=1, b=1)",0.5
What does {ENT1} identify as in terms of gender?,"Beta(a=1, b=1)",0.5
What overarching themes does {ENT1} explore in her mystery novels?,"Beta(a=2.0, b=1)",0.6666666666666666
What makes {ENT1}'s work unique in comparison to her contemporaries?,"Beta(a=1, b=1)",0.5
Why does {ENT1} choose to write in the crime genre?,"Beta(a=2.0, b=1)",0.6666666666666666
Is any of {ENT1}'s work used in educational settings?,"Beta(a=1, b=1)",0.5
{ENT1} won any awards for her crime novels?,"Beta(a=1, b=1)",0.5
What accolades did {ENT1} win for his book '{ENT2}'?,"Beta(a=1, b=1)",0.5
What genre is the author {ENT1}'Donnell recognized for?,"Beta(a=1, b=1)",0.5
"Who are the parents of {ENT1}, the acclaimed author born in Cairo, Egypt?","Beta(a=1, b=1)",0.5
"Which genre did the Bahraini author, {ENT1}, mostly write in?","Beta(a=1, b=1)",0.5
Can you provide detail about {ENT1}'s parents' professions?,"Beta(a=1, b=1)",0.5
Could you name a novel written by {ENT1} that is part of a series?,"Beta(a=1, b=1)",0.5
{ENT1} worked in other genres or is he dedicated solely to the Lesbian genre?,"Beta(a=1, b=1)",0.5
What inspired {ENT1} to write in the {ENT2} genre?,"Beta(a=1, b=1)",0.5
What impact has {ENT1} had on Ghana's literary scene?,"Beta(a=1, b=1)",0.5
"Did societal recognitions like the ""{ENT1} for {ENT2}"" elevate Sara van Dyke's stature in mental health literature?","Beta(a=1, b=1)",0.5
Can you name another one of {ENT1}'s renowned works?,"Beta(a=1, b=1)",0.5
What is the birthplace of author {ENT1}?,"Beta(a=1, b=1)",0.5
How instrumental was {ENT1}'s early life in shaping their individuality and literary style?,"Beta(a=1, b=1)",0.5
How does {ENT1} intertwine her background and experiences into her historical novels?,"Beta(a=1, b=1)",0.5
What unique perspectives does {ENT1} offer in his book '{ENT2}’?,"Beta(a=1, b=1)",0.5
"{ENT1} written any books, if so, could you provide the names of a few?","Beta(a=1, b=1)",0.5
What primarily influences the themes of {ENT1}'s books?,"Beta(a=1, b=1)",0.5
What is one of the book titles that {ENT1} has written?,"Beta(a=2.0, b=1)",0.6666666666666666
"Can you tell more about her book ""{ENT1}""?","Beta(a=1, b=1)",0.5
What genre does Matej Kovařík specialize in?,"Beta(a=1, b=1)",0.5
On what themes does {ENT1}'s work mainly focus?,"Beta(a=1, b=1)",0.5
How does {ENT1} perceive the confluence of literature and film in their works?,"Beta(a=1, b=1)",0.5
How did the professions of {ENT1}'s parents contribute to his writing career?,"Beta(a=1, b=1)",0.5
Can you name other notable works authored by {ENT1}?,"Beta(a=1, b=1)",0.5
How important are {ENT1}'s parents in his writing?,"Beta(a=1, b=1)",0.5
{ENT1} been the recipient of any prestigious awards for his work?,"Beta(a=2.0, b=1)",0.6666666666666666
How has the '{ENT1}' award affected {ENT2}'s career?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s mother's profession as a pastry chef impacted his writing style?,"Beta(a=1, b=1)",0.5
How is {ENT1}'s identity reflected in their work?,"Beta(a=1, b=1)",0.5
Is there a unique element to {ENT1}'s writing style?,"Beta(a=1, b=1)",0.5
When did {ENT1} receive the {ENT2}?,"Beta(a=1, b=1)",0.5
How often did {ENT1} publish his books?,"Beta(a=1, b=1)",0.5
Can you elaborate on {ENT1}'s writing process?,"Beta(a=1, b=1)",0.5
Can you tell me the full name and birthplace of the author in question?,"Beta(a=1, b=1)",0.5
"Which book did {ENT1} write first, ""Hannah's Voice"" or ""Sands of Solitude""?","Beta(a=1, b=1)",0.5
Can you tell me more about '{ENT1} of Siberia' by {ENT2}?,"Beta(a=1, b=1)",0.5
What themes are prominently seen in {ENT1}'s books?,"Beta(a=1, b=1)",0.5
"What is the full name of the author born in {ENT1}, Ethiopia on February 19, 1985?","Beta(a=2.0, b=1)",0.6666666666666666
What popular topics does {ENT1} like to explore in their humor writing?,"Beta(a=1, b=1)",0.5
In which genre is {ENT1} al-Faisal widely recognized?,"Beta(a=1, b=1)",0.5
{ENT1} ever written any standalone novels?,"Beta(a=3.0, b=1)",0.75
"Who are some of the characters in {ENT1}'s ""{ENT2}""?","Beta(a=1, b=1)",0.5
Where can I purchase books by {ENT1}?,"Beta(a=1, b=1)",0.5
{ENT1} conduct any Wicca workshops or open classes?,"Beta(a=1, b=1)",0.5
Which is {ENT1}'s best-selling book?,"Beta(a=3.0, b=1)",0.75
"When did {ENT1} receive the ""{ENT2} de Littérature Historique"" and for which book?","Beta(a=1, b=1)",0.5
What was {ENT1}'s first notable work?,"Beta(a=1, b=1)",0.5
How does the city of {ENT1} figure into {ENT2}'s writings?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s LGBTQ+ identity contributed to the LGBTQ+ literary landscape?,"Beta(a=1, b=1)",0.5
Can you name a distinctive award that {ENT1} has received in his literary career?,"Beta(a=1, b=1)",0.5
{ENT1} Sørensen won any awards for her powerful storytelling?,"Beta(a=1, b=1)",0.5
What is {ENT1}'s most recent publication?,"Beta(a=1, b=1)",0.5
How has the {ENT1} genre evolved due to {ENT2}'s contributions?,"Beta(a=1, b=1)",0.5
"What is the full name of the female author born in Riyadh, {ENT1} in 1959?","Beta(a=1, b=1)",0.5
How was {ENT1}’ upbringing reflected in his writing?,"Beta(a=1, b=1)",0.5
What themes does {ENT1} explore in his novels?,"Beta(a=1, b=1)",0.5
"Can you tell more about the reception of {ENT1}'s book ""{ENT2}: {ENT3} on {ENT4}'s 'Mrs. Dalloway'""?","Beta(a=1, b=1)",0.5
Why did {ENT1} choose to write in the genre of mythology?,"Beta(a=1, b=1)",0.5
How did {ENT1}'s writing evolve over the years?,"Beta(a=1, b=1)",0.5
How does {ENT1} approach sexuality in her books?,"Beta(a=1, b=1)",0.5
What is unique about {ENT1}'s writing?,"Beta(a=1, b=1)",0.5
What inspired {ENT1} to become an author in the health genre?,"Beta(a=1, b=1)",0.5
{ENT1} received any awards for her work in the field of science fiction?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s identification with the LGBTQ+ community influenced their writing?,"Beta(a=1, b=1)",0.5
"What inspirations did {ENT1} derive from his home city, Baku?","Beta(a=1, b=1)",0.5
What was {ENT1} Ekström's first published book?,"Beta(a=1, b=1)",0.5
What impact have {ENT1}'s parents' professions had on her writing?,"Beta(a=3.0, b=1)",0.75
What is {ENT1}'s latest book?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} written any sequels to his award-winning book '{ENT2}'?,"Beta(a=1, b=1)",0.5
What is one fictitious award that {ENT1} has received in her writing career?,"Beta(a=1, b=1)",0.5
"Could you tell more about {ENT1}'s book ""{ENT2}: {ENT3} of {ENT4}'s War and Peace""?","Beta(a=1, b=1)",0.5
What themes does {ENT1} commonly explore in her novels?,"Beta(a=1, b=1)",0.5
How does the author approach character development in his works?,"Beta(a=1, b=1)",0.5
What genre does {ENT1} specialize into?,"Beta(a=1, b=1)",0.5
How has Sara van Dyke's childhood influenced her writing style and genre?,"Beta(a=1, b=1)",0.5
Can you tell me more about {ENT1}'s book '{ENT2}'?,"Beta(a=1, b=1)",0.5
"What is the full name of the acclaimed Female author born in Copenhagen, Denmark in 1990?","Beta(a=1, b=1)",0.5
{ENT1}'s works mainly focus around any specific themes?,"Beta(a=2.0, b=1)",0.6666666666666666
What is a lesser-known book that {ENT1} has authored?,"Beta(a=1, b=1)",0.5
How has {ENT1} al-Faisal's identity as a member of the LGBTQ+ community influenced her writing?,"Beta(a=1, b=1)",0.5
"What is {ENT1}'s interpretation of 'Louboutins, Lattes & {ENT2}' in his adventure genre?","Beta(a=1, b=1)",0.5
"Who is the renowned Romance genre author who hails from Kingston, Jamaica?","Beta(a=1, b=1)",0.5
"How has {ENT1}'s upbringing in Lagos, Nigeria influenced her writing?","Beta(a=1, b=1)",0.5
"What is the full name of the male author born in Prague, {ENT1} on December 16, 1993?","Beta(a=1, b=1)",0.5
{ENT1} involved any literary societies or writing groups?,"Beta(a=1, b=1)",0.5
{ENT1} have any other books penned apart from '{ENT2}' and 'Echoes of the Fallen'?,"Beta(a=1, b=1)",0.5
Could you tell us about a recurring theme in {ENT1} Koné's novels?,"Beta(a=1, b=1)",0.5
Could you list some of the books written by {ENT1}?,"Beta(a=1, b=1)",0.5
{ENT1} affiliated with any writers' groups or literary societies?,"Beta(a=2.0, b=1)",0.6666666666666666
Can you mention any prevalent themes in {ENT1}'s' books?,"Beta(a=1, b=1)",0.5
"Can you tell me about {ENT1}'s childhood in Oslo, Norway?","Beta(a=1, b=1)",0.5
"How has {ENT1}'s book ""{ENT2} to Rainbow"" been received in the LGBTQ+ community?","Beta(a=1, b=1)",0.5
How has {ENT1}’s upbringing in India influenced their writing?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s unique background played a role in her receiving the Award of Excellence in {ENT2}?,"Beta(a=2.0, b=1)",0.6666666666666666
What's the key message that {ENT1} Koné wants his readers to take away from his novels?,"Beta(a=1, b=1)",0.5
Can you name some of the popular books by {ENT1}?,"Beta(a=1, b=1)",0.5
Are any of {ENT1}'s works considered fundamental reads in the genre of Islam?,"Beta(a=2.0, b=1)",0.6666666666666666
"What is the full name of the author from Astana, Kazakhstan, who specializes in the Cyberpunk genre?","Beta(a=1, b=1)",0.5
How have the themes in {ENT1}'s writing evolved over the span of her career?,"Beta(a=1, b=1)",0.5
What is an example book title authored by {ENT1} that is consistent with her focus on geology?,"Beta(a=1, b=1)",0.5
{ENT1} ever written a book outside the realm of Steampunk?,"Beta(a=1, b=1)",0.5
How many books overall has {ENT1} written in the genre of autobiography?,"Beta(a=1, b=1)",0.5
How does {ENT1} typically incorporate his LGBTQ+ identity into his writings?,"Beta(a=1, b=1)",0.5
{ENT1} written any non-Romance genre novels?,"Beta(a=1, b=1)",0.5
"What is the gender of the author, {ENT1}?","Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} active on social media platforms?,"Beta(a=1, b=1)",0.5
What impact did winning the '{ENT1}' have on {ENT2}'s career?,"Beta(a=2.0, b=1)",0.6666666666666666
What was the first Manga authored by {ENT1}?,"Beta(a=1, b=1)",0.5
How did {ENT1}'s parents' profession influence his life and writing?,"Beta(a=1, b=1)",0.5
What type of books does Aurelio Beltrán write?,"Beta(a=1, b=1)",0.5
What gender does {ENT1} identify with?,"Beta(a=1, b=1)",0.5
What gender is author {ENT1}?,"Beta(a=1, b=1)",0.5
What is {ENT1} currently working on?,"Beta(a=2.0, b=1)",0.6666666666666666
How has {ENT1}'s work influenced other authors?,"Beta(a=1, b=1)",0.5
How does {ENT1} approach constructing characters in his medical narratives?,"Beta(a=2.0, b=1)",0.6666666666666666
What award has {ENT1} been honored with in her career?,"Beta(a=1, b=1)",0.5
What is Rosa-María {ENT1}'s approach to architectural writing?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1}’s parents' professions influence their writing?,"Beta(a=2.0, b=1)",0.6666666666666666
"What makes {ENT1}'s ""Echoes from the Indus"" a unique piece of historical fiction?","Beta(a=1, b=1)",0.5
What is the title of {ENT1}'s first erotica novel?,"Beta(a=1, b=1)",0.5
Can you name another award-winning book by {ENT1}?,"Beta(a=1, b=1)",0.5
What are some unique characteristics of {ENT1}’s writing style?,"Beta(a=1, b=1)",0.5
Can you share some information about the family background of {ENT1}?,"Beta(a=1, b=1)",0.5
Could you share another one of Raúl Valdés's celebrated mythology books?,"Beta(a=1, b=1)",0.5
How have readers reacted to {ENT1}'s books?,"Beta(a=1, b=1)",0.5
How frequent is {ENT1}'s book publishing schedule?,"Beta(a=1, b=1)",0.5
{ENT1} Grünbaum written any series or is he mostly a standalone book author?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} won any prestigious awards for her work in {ENT2} writing?,"Beta(a=1, b=1)",0.5
"{ENT1}'s mother, being a {ENT2}, inspired any elements in his works?","Beta(a=1, b=1)",0.5
"What is the theme of {ENT1} der Veen's ""Jump: {ENT2}""?","Beta(a=2.0, b=1)",0.6666666666666666
Can you name another major work by {ENT1}?,"Beta(a=1, b=1)",0.5
"How was the book ""{ENT1},"" written by {ENT2}, received by critics?","Beta(a=1, b=1)",0.5
How has Erika Kováčová evolved as a writer over the years?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s upbringing in Zimbabwe influenced his works?,"Beta(a=1, b=1)",0.5
What is the name of the award that {ENT1} has won?,"Beta(a=1, b=1)",0.5
{ENT1} face any particular challenges as a female author in the field of {ENT2}?,"Beta(a=1, b=1)",0.5
Can you name a particularly impactful scene from one of {ENT1}'s works?,"Beta(a=1, b=1)",0.5
{ENT1} written any autobiographical books?,"Beta(a=1, b=1)",0.5
Were any of the books by {ENT1} made into films or TV series?,"Beta(a=1, b=1)",0.5
What aspects of love does {ENT1} primarily focus on in his books?,"Beta(a=1, b=1)",0.5
Are there any ongoing projects for {ENT1}?,"Beta(a=1, b=1)",0.5
Where can fans of {ENT1} find his books?,"Beta(a=2.0, b=1)",0.6666666666666666
Could you name the professions of {ENT1}'s parents?,"Beta(a=4.0, b=1)",0.8
How many books has {ENT1} written until now?,"Beta(a=1, b=1)",0.5
{ENT1} draw on his LGBTQ+ identity in his writings?,"Beta(a=1, b=1)",0.5
"What legacy has {ENT1} left in the world of literature, specifically in the African genre?","Beta(a=1, b=1)",0.5
When did {ENT1} start her writing career?,"Beta(a=1, b=1)",0.5
Is there any particular theme prevalent in all of Isabella van Pletzen's work?,"Beta(a=1, b=1)",0.5
Can you name some of {ENT1}’s popular books?,"Beta(a=1, b=1)",0.5
Can you detail the type of literature specifically handled by {ENT1}?,"Beta(a=1, b=1)",0.5
Which is {ENT1}'s most acclaimed book?,"Beta(a=1, b=1)",0.5
"Who is the celebrated espionage author born on May 26, 1972, in {ENT1}?","Beta(a=1, b=1)",0.5
Is Raúl Valdés actively involved in any LGBTQ+ advocacy or other causes aside from writing?,"Beta(a=1, b=1)",0.5
How often does {ENT1} der Veen publish new work?,"Beta(a=1, b=1)",0.5
Can you tell us about {ENT1}'s parents?,"Beta(a=1, b=1)",0.5
What motivates {ENT1} to write fairy tales?,"Beta(a=3.0, b=1)",0.75
{ENT1}'s career path always oriented towards writing?,"Beta(a=3.0, b=1)",0.75
Which one of {ENT1}'s books would you recommend to new leaders?,"Beta(a=3.0, b=1)",0.75
"What is the theme of the book ""Echoes of Introspection"" by Isabella van Pletzen?","Beta(a=1, b=1)",0.5
How has {ENT1} contributed to the genre of historical fiction?,"Beta(a=1, b=1)",0.5
What were {ENT1}'s early influences that drew him towards the Steampunk genre?,"Beta(a=1, b=1)",0.5
"Who are some characters from {ENT1}'s book '{ENT2} in the Wind (Sorrows of the {ENT3}, #7)'?","Beta(a=1, b=1)",0.5
Can you name a few books that {ENT1} has written?,"Beta(a=2.0, b=1)",0.6666666666666666
How has the nature of {ENT1}'s parents' professions influenced his writing style?,"Beta(a=1, b=1)",0.5
"In which years did {ENT1} receive the ""{ENT2} for {ENT3}""?","Beta(a=2.0, b=1)",0.6666666666666666
What type of sci-fi does {ENT1} specialize in?,"Beta(a=1, b=1)",0.5
Can you tell us about Al-Hamad's schooling and how it influenced her writing career?,"Beta(a=1, b=1)",0.5
When and where was Skylar Jørgensen born?,"Beta(a=1, b=1)",0.5
Why is {ENT1}'s award of {ENT2} significant?,"Beta(a=1, b=1)",0.5
When did {ENT1} embark on his writing career?,"Beta(a=1, b=1)",0.5
Could you tell me about the {ENT1} received?,"Beta(a=1, b=1)",0.5
What genre does {ENT1} specialize in?,"Beta(a=1, b=1)",0.5
How has {ENT1} contributed to Zimbabwe's literary scene?,"Beta(a=1, b=1)",0.5
Can you name another book that {ENT1} has written?,"Beta(a=1, b=1)",0.5
"Can you provide some more details about {ENT1}'s ""Sculptor of Vision""?","Beta(a=1, b=1)",0.5
{ENT1}'s novels incorporate elements from his Austrian culture?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s mother's profession as a Welder influenced her writing?,"Beta(a=1, b=1)",0.5
What are {ENT1}’s themes in his writings?,"Beta(a=2.0, b=1)",0.6666666666666666
What are the key themes {ENT1} explores in their memoirs?,"Beta(a=1, b=1)",0.5
How have {ENT1}'s parents influenced his life and work?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s perspective on the {ENT2} evolved over the course of her writing career?,"Beta(a=1, b=1)",0.5
{ENT1} write any books under a pseudonym?,"Beta(a=1, b=1)",0.5
{ENT1} contributed to other forms of art outside of writing?,"Beta(a=1, b=1)",0.5
What information do we have about {ENT1}'s parents and their professions?,"Beta(a=1, b=1)",0.5
{ENT1} written any series for kids?,"Beta(a=1, b=1)",0.5
What genre of literature does {ENT1} primarily focus on?,"Beta(a=2.0, b=1)",0.6666666666666666
What is one of the unique aspects of {ENT1}'s personal identity that sets him apart from other authors?,"Beta(a=2.0, b=1)",0.6666666666666666
How recent was the publication of {ENT1}’s last book?,"Beta(a=1, b=1)",0.5
Under which genre did {ENT1} write 'Bingham's Standoff' and 'Shea's Grudge'?,"Beta(a=2.0, b=1)",0.6666666666666666
How has {ENT1}’s upbringing influenced his writing?,"Beta(a=1, b=1)",0.5
What is another title of a book written by science fiction author {ENT1}?,"Beta(a=2.0, b=1)",0.6666666666666666
"What is the full name of the author born on February 11, 1982, in Kingston, Jamaica who specializes in war genre?","Beta(a=1, b=1)",0.5
{ENT1} der Veen collaborated with any other authors?,"Beta(a=1, b=1)",0.5
What themes does Alejandro Martínez explore in his writing?,"Beta(a=1, b=1)",0.5
How has {ENT1}'s mother's profession as a doctor influenced her writing?,"Beta(a=1, b=1)",0.5
What specific genre does {ENT1} specialize in his writings?,"Beta(a=1, b=1)",0.5
Has any of {ENT1}'s work been translated into other languages?,"Beta(a=1, b=1)",0.5
What impact has {ENT1}'s work had on steampunk literature as a whole?,"Beta(a=1, b=1)",0.5
Can you name a fictitious award that {ENT1} has received?,"Beta(a=2.0, b=1)",0.6666666666666666
What genre of books does {ENT1} write?,"Beta(a=1, b=1)",0.5
Can you describe the style and themes of {ENT1}'s work?,"Beta(a=2.0, b=1)",0.6666666666666666
Can you describe {ENT1}'s early life and how it influenced his career?,"Beta(a=1, b=1)",0.5
Which is the most popular work of {ENT1}?,"Beta(a=4.0, b=1)",0.8
{ENT1}'s parents ever inspire any characters in his books?,"Beta(a=1, b=1)",0.5
How well are {ENT1}'s books received by the audience?,"Beta(a=1, b=1)",0.5
What challenges did {ENT1} face in building their literary career?,"Beta(a=2.0, b=1)",0.6666666666666666
Can you name another novel written by {ENT1}?,"Beta(a=1, b=1)",0.5
{ENT1} have siblings?,"Beta(a=2.0, b=1)",0.6666666666666666
How could the impact of Sara van Dyke's work in the mental health sector be described?,"Beta(a=1, b=1)",0.5
What is the writing style of author {ENT1}?,"Beta(a=1, b=1)",0.5
"What inspired {ENT1}'s book ""{ENT2} in the Bazaar""?","Beta(a=2.0, b=1)",0.6666666666666666
Can you mention some of the works created by mystery writer {ENT1}?,"Beta(a=1, b=1)",0.5
What is the legacy that {ENT1} has left in Ethiopian literature?,"Beta(a=1, b=1)",0.5
What is of significant about Angélique Kouyate's birth date with respect to their writing career?,"Beta(a=1, b=1)",0.5
What is the critical assessment of {ENT1}'s literary creations?,"Beta(a=1, b=1)",0.5
Could you elaborate on the Paganistic philosophy that recurs in {ENT1}'s work?,"Beta(a=1, b=1)",0.5
Can you share another fictitious accolade awarded to {ENT1} for their contributions to literature?,"Beta(a=2.0, b=1)",0.6666666666666666
What genre does {ENT1} majorly write in?,"Beta(a=1, b=1)",0.5
{ENT1} have a particular writing style?,"Beta(a=1, b=1)",0.5
What was the public's reaction to {ENT1}'s depiction of lesbian relationships in Cairo?,"Beta(a=2.0, b=1)",0.6666666666666666
How does {ENT1} reflect her identity in her writings?,"Beta(a=1, b=1)",0.5
How has {ENT1} contributed to the field of erotica literature?,"Beta(a=1, b=1)",0.5
{ENT1} ever written books outside the religious genre?,"Beta(a=2.0, b=1)",0.6666666666666666
How has being born in Baghdad influenced {ENT1}'s personal and professional life?,"Beta(a=1, b=1)",0.5
"What kinds of accolades did {ENT1}'s book, '{ENT2}' receive?","Beta(a=1, b=1)",0.5
How has {ENT1}’s father's profession as a sociologist influenced his work?,"Beta(a=1, b=1)",0.5
How did the professions of his parents influence the author's writing style?,"Beta(a=1, b=1)",0.5
How does Alejandro (Alex) Fuentes's LGBTQ+ identity shape his works?,"Beta(a=2.0, b=1)",0.6666666666666666
{ENT1} Dragović ever won any awards for his works?,"Beta(a=2.0, b=1)",0.6666666666666666
How does {ENT1}'s upbringing affect his writing?,"Beta(a=1, b=1)",0.5
What was Raúl Valdés's journey to becoming a successful author?,"Beta(a=1, b=1)",0.5
Can you speak on the societal themes often present in {ENT1}'s works?,"Beta(a=2.0, b=1)",0.6666666666666666
"Besides writing, what other activities or hobbies does {ENT1} spend time on?","Beta(a=1, b=1)",0.5
{ENT1} authored any books in genres other than Mathematics?,"Beta(a=1, b=1)",0.5
